"Time (s)","Sound pressure level (dB)"
0.000000000E0,5.804049298E1
0.000000000E0,6.481220399E1
2.961204167E-1,6.005300180E1
4.000868750E-1,6.029190536E1
5.058214167E-1,6.293670762E1
6.124680833E-1,6.262252046E1
7.172007083E-1,6.108379784E1
8.231396667E-1,6.178861916E1
9.290765000E-1,6.128437696E1
1.034198917E0,6.119284749E1
1.140944125E0,6.023182235E1
1.247540333E0,5.692691998E1
1.351209125E0,6.179915992E1
1.457634958E0,6.023141677E1
1.564207417E0,5.848475154E1
1.668150542E0,6.063420914E1
1.774247875E0,6.166879283E1
1.878917500E0,6.205261480E1
1.983477875E0,6.085017692E1
2.085226333E0,6.007888418E1
2.191393458E0,6.199001809E1
2.297898708E0,6.452078683E1
2.402075375E0,6.371120907E1
2.508554125E0,6.091678258E1
2.615100750E0,6.019978627E1
2.719051375E0,5.867524270E1
2.825589417E0,6.512372425E1
2.932095708E0,6.170179494E1
3.035891292E0,6.167235524E1
3.142215667E0,6.247726594E1
3.248690625E0,6.332113116E1
3.352892000E0,6.191172607E1
3.459080792E0,6.061579288E1
3.565781625E0,6.003210071E1
3.669863958E0,6.169043395E1
3.775770000E0,6.308665352E1
3.879758292E0,6.187031897E1
3.983274042E0,6.343540167E1
4.086881583E0,6.290061936E1
4.192389917E0,6.543609344E1
4.298938917E0,6.177109693E1
4.403867000E0,6.094204107E1
4.509093208E0,6.248048257E1
4.615789875E0,6.316948688E1
4.720819417E0,6.020000680E1
4.825780083E0,6.250402334E1
4.932519000E0,6.332127416E1
5.037833625E0,6.613135550E1
5.142450750E0,6.321747833E1
5.249061792E0,6.147539122E1
5.354839625E0,6.207856271E1
5.459121208E0,6.186975137E1
5.565558417E0,6.208338709E1
5.668152500E0,6.273683112E1
5.771889875E0,6.293276882E1
5.875513458E0,5.916595735E1
5.981968833E0,5.824098541E1
6.085259333E0,5.966154500E1
6.192203458E0,6.248697509E1
6.298830500E0,6.147697163E1
6.402274292E0,6.250757389E1
6.508867708E0,6.325152585E1
6.615536500E0,6.713399594E1
6.720983208E0,7.033538758E1
6.825619208E0,6.969678620E1
6.932165500E0,6.733413378E1
7.036228958E0,6.794088193E1
7.142231292E0,6.790541845E1
7.248890625E0,7.096083796E1
7.353108625E0,6.594601539E1
7.458869458E0,6.194398805E1
7.565444167E0,6.016865254E1
7.670102542E0,6.116636899E1
7.775510333E0,6.345074551E1
7.882095708E0,6.092138091E1
7.986993667E0,5.920531278E1
8.088968667E0,5.737009961E1
8.190626542E0,5.902283855E1
8.297174625E0,5.908127111E1
8.402027458E0,5.946893319E1
8.504118667E0,5.908498729E1
8.606133750E0,5.801180592E1
8.707801042E0,5.949288334E1
8.814327583E0,5.927807053E1
8.917975917E0,6.020850072E1
9.021187458E0,6.077881399E1
9.123341667E0,6.039477269E1
9.224944125E0,6.018975920E1
9.331509167E0,6.274744286E1
9.434640667E0,6.258279257E1
9.538354792E0,6.044512191E1
9.640487083E0,6.095629335E1
9.742097417E0,5.977338134E1
9.848512708E0,6.073656683E1
9.951283708E0,6.016126230E1
1.005561488E1,6.084249444E1
1.015765075E1,6.261472555E1
1.026154700E1,6.092511310E1
1.036520063E1,5.855839369E1
1.046797779E1,6.075218513E1
1.057451079E1,6.051041634E1
1.067605917E1,6.358875724E1
1.077709225E1,6.560602093E1
1.088178692E1,6.944153057E1
1.098466238E1,6.760097133E1
1.108981942E1,6.547094505E1
1.119195542E1,6.736592898E1
1.129850679E1,6.656195770E1
1.140130625E1,6.563357603E1
1.150696508E1,6.573517208E1
1.160901167E1,6.481230392E1
1.171519421E1,6.588897556E1
1.181794608E1,6.313085498E1
1.192414004E1,6.353361897E1
1.202601208E1,6.830111348E1
1.213185412E1,6.685483588E1
1.223461404E1,6.334695529E1
1.234102292E1,6.237935354E1
1.244304233E1,6.380240175E1
1.254851779E1,6.377667644E1
1.265129250E1,6.804422807E1
1.275785242E1,6.558806290E1
1.286002767E1,6.311856201E1
1.296512508E1,6.448505422E1
1.306870858E1,6.560226990E1
1.317497313E1,6.740253488E1
1.327697121E1,6.444013001E1
1.337879717E1,6.369583202E1
1.348511292E1,6.289491522E1
1.359072738E1,6.600331987E1
1.369403838E1,6.694402844E1
1.380023367E1,6.409325965E1
1.390205171E1,6.343788229E1
1.400849521E1,6.589295311E1
1.411107900E1,6.712420076E1
1.421271717E1,6.642194238E1
1.431867313E1,6.666542870E1
1.442517146E1,6.447516498E1
1.452803200E1,6.654873485E1
1.462973942E1,6.740072337E1
1.473534842E1,6.353875686E1
1.484187296E1,6.250754755E1
1.494505504E1,6.331515387E1
1.504678546E1,6.218463172E1
1.515199858E1,6.264092405E1
1.525853571E1,6.245921416E1
1.536009400E1,6.425571129E1
1.546214192E1,7.246481060E1
1.556384783E1,7.418925751E1
1.566865117E1,7.664289968E1
1.577514696E1,7.816326464E1
1.588078488E1,7.830319791E1
1.598732704E1,7.792830135E1
1.609292167E1,7.532302870E1
1.619762833E1,7.164985257E1
1.630420079E1,6.832412790E1
1.640965333E1,6.201007016E1
1.651459963E1,6.422457562E1
1.662110379E1,6.555389240E1
1.672623496E1,6.875387624E1
1.683154492E1,6.603510578E1
1.693818825E1,6.543667305E1
1.704296396E1,6.385520282E1
1.714500979E1,6.335406134E1
1.724842229E1,6.769069829E1
1.735067096E1,6.504236724E1
1.745719133E1,6.436535096E1
1.756179821E1,6.607676841E1
1.766539008E1,6.333087930E1
1.777191879E1,6.085879883E1
1.787619975E1,5.954139411E1
1.797874958E1,5.954966967E1
1.808088017E1,6.434474622E1
1.818313492E1,6.428218259E1
1.828890288E1,6.202074882E1
1.839296250E1,6.122127418E1
1.849600488E1,5.978646370E1
1.860212542E1,6.177146729E1
1.870459896E1,6.033058005E1
1.881115796E1,6.155765826E1
1.891486950E1,6.184627333E1
1.901663829E1,6.021446138E1
1.911919663E1,6.145075317E1
1.922576004E1,6.340732878E1
1.933189267E1,6.467674158E1
1.943423238E1,6.629666140E1
1.953643583E1,6.544373829E1
1.964295054E1,6.258575041E1
1.974882942E1,6.297834746E1
1.985049958E1,6.279628059E1
1.995699917E1,6.356927419E1
2.006343987E1,6.666030494E1
2.016591200E1,6.778078278E1
2.026814117E1,6.639152157E1
2.037460667E1,6.603646816E1
2.048083779E1,6.322931128E1
2.058278962E1,6.186557823E1
2.068439663E1,6.264269064E1
2.079090237E1,6.543883078E1
2.089742696E1,6.552186997E1
2.099978737E1,6.211164190E1
2.110133533E1,6.348542844E1
2.120787488E1,6.225331133E1
2.130972217E1,5.987524627E1
2.141492067E1,5.888546759E1
2.151683279E1,5.986807427E1
2.161842492E1,6.186638030E1
2.172044992E1,6.046493670E1
2.182690050E1,6.277875519E1
2.193197792E1,6.230465153E1
2.203397392E1,6.491250762E1
2.213615450E1,6.135739209E1
2.224268650E1,6.106311114E1
2.234899154E1,6.236083856E1
2.245089904E1,6.411518062E1
2.255260421E1,6.639572455E1
2.265910192E1,6.534454835E1
2.276100408E1,7.305999974E1
2.286603146E1,6.509688089E1
2.296794808E1,6.751685306E1
2.307183092E1,6.552794008E1
2.317755262E1,6.359835059E1
2.328298754E1,6.332586249E1
2.338498813E1,5.960947461E1
2.348655696E1,6.256119190E1
2.359306521E1,6.870273010E1
2.369954838E1,6.433982145E1
2.380197862E1,6.556238296E1
2.390356408E1,6.490315396E1
2.401006071E1,6.478940495E1
2.411612904E1,6.890918790E1
2.421900596E1,6.561990962E1
2.432062533E1,6.243381462E1
2.442715733E1,6.854891478E1
2.452972504E1,6.510049301E1
2.463403867E1,6.360308852E1
2.473615721E1,6.091648005E1
2.483840783E1,5.979200500E1
2.494476933E1,5.903154352E1
2.505102517E1,5.712381761E1
2.515321283E1,5.782299236E1
2.525955708E1,5.687673758E1
2.536605233E1,6.067722463E1
2.546818604E1,6.134562105E1
2.557020917E1,6.152699438E1
2.567192987E1,5.989720082E1
2.577849292E1,6.060270057E1
2.588495392E1,6.112386208E1
2.598721542E1,5.919433820E1
2.608890204E1,5.868854058E1
2.619476917E1,5.921763284E1
2.630034775E1,6.030799266E1
2.640586813E1,5.923273407E1
2.651095608E1,6.016668180E1
2.661222867E1,5.829085800E1
2.671881588E1,5.723069411E1
2.682405429E1,6.411534990E1
2.692787096E1,6.733313939E1
2.703418963E1,6.763601244E1
2.713991146E1,6.578405133E1
2.724627200E1,6.587385226E1
2.735074592E1,6.323994377E1
2.745338746E1,6.440320618E1
2.755543067E1,6.346959920E1
2.765722296E1,6.556826842E1
2.776356900E1,6.544324891E1
2.787009904E1,6.363475375E1
2.797404438E1,6.518028447E1
2.807983683E1,6.349089145E1
2.818285017E1,7.045056180E1
2.828751212E1,6.870613215E1
2.838961508E1,6.974866357E1
2.849131692E1,6.938677867E1
2.859751429E1,8.326556707E1
2.870407321E1,7.717638437E1
2.880660654E1,7.106348516E1
2.891085963E1,6.922655362E1
2.901420750E1,6.640793417E1
2.912073754E1,6.817145776E1
2.922365463E1,6.261962104E1
2.932529746E1,6.235454186E1
2.943154104E1,6.518307677E1
2.953802071E1,6.593231246E1
2.964069279E1,6.674312262E1
2.974229417E1,6.648525764E1
2.984550975E1,6.497548844E1
2.994899000E1,6.257873830E1
3.005548842E1,6.701163547E1
3.015778650E1,6.749196363E1
3.025932896E1,6.625540075E1
3.036600058E1,6.866272785E1
3.047247071E1,7.206076022E1
3.057477721E1,6.379837605E1
3.067647888E1,6.217994616E1
3.078302837E1,6.271749980E1
3.088872121E1,6.234648776E1
3.099181054E1,6.098044091E1
3.109348896E1,5.996181526E1
3.119997337E1,6.281851876E1
3.130652867E1,6.319679916E1
3.141250196E1,6.670199974E1
3.151908258E1,6.668807151E1
3.162571021E1,6.645749597E1
3.172737704E1,6.344530328E1
3.183364117E1,6.058749803E1
3.194018700E1,6.275369624E1
3.204274146E1,6.200826175E1
3.214441979E1,6.148021431E1
3.225092713E1,6.716631285E1
3.235744117E1,6.698351380E1
3.245981275E1,6.282935412E1
3.256147388E1,6.150420302E1
3.266799979E1,6.291792929E1
3.277449417E1,6.405261584E1
3.287668733E1,6.277605456E1
3.298099404E1,6.248516926E1
3.308506175E1,6.490462159E1
3.319152733E1,6.285040205E1
3.329374721E1,6.298737906E1
3.339545288E1,6.605203988E1
3.349812588E1,6.595115915E1
3.360159904E1,6.437698625E1
3.370809267E1,6.408983314E1
3.381083229E1,6.260409036E1
3.391260717E1,6.307651699E1
3.401523612E1,6.094533912E1
3.412166921E1,6.121527770E1
3.422595954E1,6.216316737E1
3.432794321E1,6.022989459E1
3.442968137E1,5.932187541E1
3.453576158E1,6.061312009E1
3.463909108E1,6.169816099E1
3.474292617E1,6.108585942E1
3.484498171E1,6.679585033E1
3.494674788E1,6.489076978E1
3.505134125E1,6.656002995E1
3.515430592E1,6.605593123E1
3.525619463E1,6.379780453E1
3.536014142E1,6.468205101E1
3.546408642E1,6.536816431E1
3.556896854E1,6.369137299E1
3.567455517E1,6.375558739E1
3.577905033E1,6.150270688E1
3.588073175E1,6.299323613E1
3.598603775E1,6.303962400E1
3.608729483E1,6.428779200E1
3.619386329E1,7.080054748E1
3.629613150E1,6.395066151E1
3.639792717E1,6.015946780E1
3.650422171E1,6.288043610E1
3.660614004E1,6.551495959E1
3.671136433E1,6.549659188E1
3.681316304E1,6.566179088E1
3.691492517E1,6.426703822E1
