"Time (s)","Sound pressure level (dB)"
0.000000000,57.000000000
0.105539192,53.541136681
0.209846820,56.123238144
0.313704882,57.783081680
0.418018144,56.904227364
0.522914026,57.571771384
0.626078146,60.222144557
0.730702660,60.575535834
0.833705385,60.169531044
0.936223034,59.912416035
1.039110211,57.133764148
1.142613204,58.712398725
1.245234143,55.139432512
1.350919852,55.412131800
1.454341918,55.383272960
1.561231989,53.172318328
1.663999776,54.707198973
1.767887273,58.532833065
1.871857208,57.264841712
1.973577881,55.092737263
2.077503979,55.796214173
2.182792169,57.789589133
2.286568453,57.762744820
2.389924022,57.414977933
2.493924722,54.832560024
2.598207896,56.659634775
2.701755632,57.638541974
2.806162807,59.631350635
2.909699799,60.978633415
3.011816340,60.358839444
3.117049410,56.055252996
3.221296845,54.040220194
3.326895505,53.505557733
3.430093122,55.579429182
3.534025478,54.880367676
3.639314194,58.060416246
3.742523086,57.997782878
3.846783336,58.168885156
3.949376400,58.918750614
4.052802072,58.633734270
4.156683794,55.500589934
4.261051897,60.343604070
4.365929289,61.326063378
4.470530077,61.968653599
4.575205185,58.462039003
4.680428569,54.663375233
4.785018038,53.153577367
4.888043843,53.093580088
4.991940611,56.351106141
5.094242139,58.173651376
5.198719489,60.124776211
5.303985764,62.360791841
5.409604481,60.833978447
5.514004190,59.711443248
5.618107821,57.874189822
5.720713894,56.908817821
5.824900400,54.981617497
5.930130829,56.758249839
6.032606677,57.407928179
6.138133448,56.535523414
6.243670551,55.366542497
6.346946900,56.878415802
6.449359072,59.153600801
6.552636192,58.323027244
6.656421267,58.210072359
6.759777299,56.733656851
6.863621433,56.431017323
6.969374641,56.149005739
7.075309818,56.047319462
7.178346112,55.460709580
7.284208030,56.827242012
7.386799269,59.114522907
7.492442367,56.552789219
7.596931480,59.709109248
7.701458373,58.640720342
7.806226615,58.373550343
7.910849084,55.444056439
8.014904754,53.641708790
8.120021020,58.276672127
8.225833787,57.980095671
8.329377469,60.723811511
8.432800780,60.374524713
8.539479941,60.345286232
8.643883006,62.018368846
8.745846179,60.418917267
8.850215113,53.998351978
8.953003100,52.968177307
9.056278831,56.928762202
9.161158301,60.777695943
9.265183323,59.276886477
9.369962218,57.369161441
9.475806726,55.102592902
9.578894492,57.113061657
9.683260574,54.201558974
9.786848488,53.510843638
9.891238623,55.455978325
9.993067929,56.447481061
10.097030777,56.361937840
10.201241383,58.547543872
10.303918042,55.815134217
10.408481431,54.390606478
10.513441150,54.910806420
10.618471944,56.010711735
10.722022534,55.923726076
10.827192784,59.831670734
10.931280261,57.561734511
11.034611990,58.415535806
11.138276580,56.741020526
11.241289000,57.402752584
11.345138883,56.468601137
11.448028799,56.039585697
11.553971176,59.231995234
11.658257358,57.654648512
11.762265005,60.279190606
11.866587847,57.546357937
11.969694905,56.503543953
12.073728930,58.613003625
12.177018282,53.671725352
12.279262023,52.323895680
12.383601252,54.458692589
12.486700055,56.413015278
12.589509395,57.651044964
12.694910959,56.803820818
12.798329848,54.435111762
12.902654048,57.007859853
13.006421650,57.763106740
13.110656855,55.479407523
13.214475598,56.310145747
13.317979271,59.716700900
13.422175087,58.704718788
13.526188948,55.892400413
13.629564991,55.654644552
13.735225108,55.623598818
13.838581128,56.827396484
13.942776965,58.458365805
14.044450446,56.186793298
14.147208056,55.425433078
14.250610541,57.886200022
14.354510285,58.758021013
14.456659040,60.300743760
14.560902053,56.289128369
14.663575305,54.951750664
14.768872000,57.603334019
14.873417894,55.684612919
14.976512407,56.830787391
15.080312841,56.807094102
15.182300283,55.597582733
15.287491116,58.756459411
15.391651402,57.934663925
15.494297609,56.631123220
15.596969866,56.514812691
15.700522674,57.155909038
15.805644645,54.355554978
15.907681139,54.045403298
16.012664061,53.154055160
16.117972800,51.239247830
16.221465896,55.515670754
16.324862605,58.658048545
16.429301614,59.962639851
16.535616526,55.560165191
16.639701717,56.891576497
16.743266942,58.109049609
16.847232238,56.617104182
16.951142033,58.195611265
17.056196017,55.720403316
17.160593180,54.431172571
17.265312144,54.138973766
17.370392448,54.171832560
17.474613483,53.693880079
17.579643993,56.834585404
17.685378187,55.051454085
17.789424790,55.117051987
17.894703276,54.855504762
17.999981372,59.610735513
18.102454008,56.876919654
18.206868464,57.738195639
18.311503814,60.534240296
18.416907564,56.893701936
18.520942373,55.499656070
18.625140175,57.464968579
18.728798086,57.673545749
18.832556129,63.020940469
18.937673949,63.874849623
19.042310467,67.812949182
19.145079618,69.925193706
19.249717236,71.048842127
19.354052554,74.117059624
19.458787874,74.478357193
19.563342938,77.848164965
19.668167404,74.613006384
19.773043693,71.988062909
19.875702130,73.248931767
19.980500103,67.702872906
20.086472949,68.536183181
20.188646506,67.004581394
20.290942588,65.505688547
20.394569592,64.037623673
20.498887333,66.276138463
20.602896351,62.385574239
20.707131397,63.997497832
20.812355805,64.020435755
20.917502690,62.261181825
21.022244843,61.665648839
21.125323865,62.503393629
21.231142243,60.576796172
21.335254060,57.794021184
21.440017514,59.191916242
21.543088344,57.917620104
21.648487922,57.841627849
21.751625115,58.490021016
21.855500377,59.919299952
21.960978619,62.457886328
22.064754159,61.273650898
22.166869619,60.168481085
22.270193665,60.697428736
22.374673717,60.026238770
22.478198226,56.246863056
22.581927568,55.973804586
22.685255793,54.700752087
22.788557555,57.255948416
22.894156795,59.609020479
22.997345258,59.314438686
23.099326571,56.766546037
23.204200559,58.456698740
23.308063370,56.364510388
23.411668212,57.262881182
23.515232026,55.268842595
23.619024528,53.837800023
23.724093143,53.006842692
23.828207876,54.645009512
23.931909369,54.579611125
24.034100749,56.410715040
24.137707739,54.467014004
24.241465302,56.440291510
24.345496249,55.639467588
24.450009436,58.381102623
24.553228121,59.493160243
24.657790850,58.003599145
24.761958519,57.736056802
24.866453252,57.818950457
24.971540528,58.238809404
25.076318187,57.215159465
25.180681577,58.980939061
25.284634025,57.225152461
25.387148922,53.851104640
25.492340257,55.686919901
25.595914677,56.093540169
25.699872785,57.916559393
25.803758560,58.517301608
25.907952374,58.054641900
26.011627676,57.762439913
26.116457902,57.634759464
26.220213904,56.228355679
26.323491789,54.505944076
26.426533865,54.232704453
26.529008811,55.322736963
26.633153569,52.226389081
26.738097478,53.633788071
26.842988602,53.479278884
26.949487742,54.913707797
27.052642057,54.469684640
27.156253221,55.714219450
27.260334031,55.904957100
27.363742070,58.601056738
27.468311465,57.297064225
27.571772825,56.749383634
