"Time (s)","Sound pressure level (dB)"
0.000000000E0,5.152609699E1
0.000000000E0,5.564675607E1
3.034028333E-1,5.476250234E1
4.091601250E-1,5.488100540E1
5.155318333E-1,5.626447411E1
6.222748333E-1,5.415780485E1
7.288184167E-1,5.594162686E1
8.326038750E-1,5.619116554E1
9.393158333E-1,5.547718750E1
1.041850000E0,5.534334667E1
1.146147667E0,5.515873161E1
1.249733917E0,5.607324396E1
1.351874500E0,5.448994499E1
1.456730583E0,5.528393146E1
1.563317875E0,5.522057114E1
1.666950708E0,5.597316624E1
1.773446625E0,5.437598505E1
1.879156458E0,5.331061397E1
1.983943417E0,6.051818165E1
2.089863083E0,5.832626992E1
2.195293792E0,5.511783566E1
2.300918000E0,5.484865077E1
2.406245667E0,5.512130679E1
2.512723583E0,5.447107441E1
2.618051958E0,5.483002370E1
2.723433250E0,5.487541956E1
2.830012417E0,5.462380025E1
2.935049792E0,5.410474316E1
3.040075833E0,5.423269816E1
3.141765958E0,5.476689601E1
3.248261625E0,5.552807760E1
3.352169250E0,5.556985023E1
3.456720000E0,5.633928196E1
3.561764833E0,5.526230342E1
3.665754000E0,5.902983425E1
3.769329708E0,5.622690788E1
3.873465083E0,5.578671338E1
3.979995333E0,5.611733154E1
4.086417250E0,5.810323635E1
4.189995583E0,5.783834732E1
4.295731208E0,5.764314316E1
4.401904667E0,5.758936557E1
4.506617833E0,5.719227972E1
4.612586875E0,5.907461522E1
4.716958958E0,5.511763191E1
4.820588542E0,5.338045343E1
4.927067917E0,5.564974589E1
5.032473583E0,5.548331701E1
5.137643208E0,5.277430114E1
5.242929583E0,5.492352040E1
5.349719292E0,5.468131720E1
5.454669042E0,5.506862532E1
5.559635250E0,5.435146000E1
5.666367042E0,5.633611343E1
5.771726125E0,5.603478320E1
5.876270083E0,5.483225308E1
5.982908125E0,5.442215657E1
6.085248708E0,5.459267093E1
6.187185583E0,5.622306328E1
6.292238208E0,5.651405061E1
6.395188042E0,5.718634877E1
6.498603042E0,5.557305675E1
6.602545708E0,5.435554251E1
6.704428167E0,5.332714887E1
6.809572875E0,5.489697706E1
6.912836125E0,5.544455274E1
7.018942750E0,5.499259273E1
7.121556375E0,5.531493688E1
7.225881500E0,5.468959882E1
7.328934167E0,5.558096256E1
7.435353542E0,5.400909971E1
7.538623500E0,5.354980818E1
7.642949750E0,5.457968857E1
7.745585000E0,5.567542058E1
7.852112125E0,5.510430982E1
7.953947667E0,5.538845906E1
8.059606583E0,5.391613927E1
8.163150125E0,5.407313096E1
8.269988042E0,5.313702149E1
8.376314333E0,5.407227728E1
8.482099042E0,5.418888831E1
8.587791708E0,5.444633256E1
8.692390542E0,5.541509779E1
8.798023958E0,5.533480611E1
8.904441125E0,5.346175062E1
9.009033417E0,5.473984550E1
9.114686125E0,5.338472625E1
9.221343083E0,5.569645645E1
9.326271250E0,5.613084723E1
9.431414708E0,6.302750826E1
9.537911708E0,6.043932884E1
9.642602958E0,5.605048995E1
9.748583958E0,5.858468131E1
9.855020458E0,5.894171043E1
9.959576708E0,5.788259722E1
1.006524554E1,5.764521609E1
1.016716125E1,5.707210878E1
1.027323104E1,6.689395003E1
1.037931408E1,6.047433053E1
1.048373112E1,5.597243750E1
1.058951421E1,5.535825687E1
1.069216133E1,5.528798472E1
1.079377437E1,5.456926713E1
1.090017579E1,5.523342221E1
1.100635858E1,5.500214103E1
1.110931171E1,5.657661499E1
1.121503792E1,5.532026960E1
1.131675646E1,5.633364648E1
1.142326225E1,5.490126912E1
1.152636179E1,5.556050947E1
1.162797029E1,5.602636168E1
1.173374404E1,5.554278633E1
1.184015442E1,5.512874025E1
1.194353183E1,5.548632022E1
1.204527796E1,5.529025066E1
1.215044817E1,5.759300546E1
1.225691667E1,5.584284352E1
1.235884308E1,5.710349832E1
1.246074313E1,5.629405367E1
1.256253037E1,5.617531692E1
1.266724458E1,5.505053491E1
1.277375304E1,5.534284959E1
1.287593679E1,5.536607128E1
1.297794717E1,5.482593261E1
1.307962742E1,5.418009269E1
1.318386958E1,5.420612189E1
1.328962454E1,5.586313386E1
1.339309679E1,5.565880775E1
1.349512879E1,5.601645235E1
1.360052917E1,5.574765265E1
1.370704392E1,5.259720372E1
1.381020417E1,5.348599127E1
1.391229467E1,5.678429565E1
1.401396471E1,5.597354100E1
1.411724808E1,5.523141491E1
1.422376583E1,6.118628976E1
1.432752904E1,5.966591317E1
1.443393254E1,5.856430116E1
1.454055363E1,5.691939877E1
1.464457529E1,5.443677614E1
1.475056696E1,5.393471101E1
1.485700058E1,5.584120644E1
1.496159487E1,5.515610900E1
1.506731512E1,5.557690199E1
1.517378033E1,5.647456620E1
1.527866188E1,5.514087611E1
1.538057738E1,5.572545984E1
1.548235446E1,5.322950857E1
1.558905192E1,5.570943689E1
1.569083950E1,5.514736063E1
1.579593292E1,5.594337509E1
1.589791879E1,5.675386489E1
1.599962037E1,5.641880299E1
1.610324342E1,5.654106633E1
1.620708417E1,5.943604974E1
1.631312187E1,5.639026431E1
1.641514075E1,5.574287750E1
1.651692517E1,5.461765615E1
1.662340596E1,5.543240641E1
1.672988329E1,5.635300083E1
1.683639117E1,5.345220870E1
1.694045637E1,5.443479851E1
1.704694954E1,5.384600278E1
1.714938254E1,5.466093081E1
1.725109150E1,5.564086704E1
1.735713554E1,5.516102959E1
1.746365979E1,5.526411255E1
1.756650996E1,5.554006629E1
1.766825100E1,5.460635726E1
1.777377283E1,5.496052261E1
1.788017471E1,5.376657779E1
1.798168746E1,5.602456857E1
1.808368671E1,5.562246148E1
1.818531879E1,5.479046886E1
1.829044325E1,5.553435447E1
1.839683996E1,5.571162753E1
1.849880863E1,5.301576773E1
1.860097396E1,5.483063140E1
1.870713392E1,5.454496916E1
1.881361179E1,5.513543096E1
1.891603133E1,5.441809844E1
1.901807925E1,5.382597685E1
1.912383658E1,5.493204927E1
1.923050938E1,5.481461308E1
1.933313108E1,5.435368709E1
1.943521958E1,5.503824285E1
1.954049750E1,5.571007935E1
1.964694821E1,5.521732151E1
1.975019575E1,5.634353166E1
1.985231492E1,5.571542579E1
1.995661408E1,5.625643401E1
2.006310233E1,5.574517043E1
2.016726587E1,5.588690886E1
2.026946554E1,5.399728880E1
2.037387200E1,5.688923166E1
2.047830717E1,5.499924759E1
2.058436846E1,5.523293103E1
2.069044358E1,5.596967360E1
2.079691396E1,5.508880244E1
2.090136233E1,5.512607206E1
2.100711138E1,5.498327536E1
2.111360217E1,5.578314753E1
2.121833608E1,5.561600921E1
2.132379087E1,5.592754614E1
2.143036675E1,5.379573879E1
2.153556658E1,5.454526416E1
2.164045350E1,5.392044700E1
2.174690954E1,5.467673650E1
2.185262450E1,5.453556252E1
2.195717475E1,5.486888576E1
2.206365138E1,5.617845207E1
2.216962142E1,5.535646732E1
2.227381642E1,5.444099919E1
2.238060979E1,5.386670264E1
2.248648496E1,5.394084076E1
2.259045700E1,5.376263789E1
2.269691058E1,5.505305304E1
2.280330512E1,5.414528110E1
2.290712700E1,5.327240531E1
2.301002183E1,5.422400567E1
2.311486825E1,5.361579707E1
2.322068313E1,5.464709132E1
2.332289550E1,5.375811202E1
2.342446471E1,5.518719324E1
2.352724483E1,5.397154838E1
2.363375692E1,5.552693349E1
2.373800154E1,5.652488055E1
2.384010512E1,5.415168108E1
2.394542742E1,5.401502082E1
2.405214567E1,5.500492190E1
2.415707083E1,5.487584061E1
2.425867867E1,5.972255708E1
2.436457212E1,6.134949299E1
2.446738358E1,5.808779339E1
2.457366992E1,6.072709852E1
2.467571429E1,6.097691459E1
2.478247938E1,5.662421171E1
2.488781250E1,5.525690074E1
2.499121558E1,5.580131436E1
2.509293967E1,5.405512772E1
2.519900833E1,5.543957741E1
2.530435346E1,5.541817398E1
2.540658188E1,5.525293660E1
2.550856262E1,5.409235857E1
2.561023221E1,5.578002417E1
2.571504925E1,5.509093554E1
2.582150267E1,5.466200909E1
2.592358383E1,5.304005851E1
2.602585825E1,5.404104417E1
2.612741212E1,5.432377788E1
2.623389879E1,5.597205247E1
2.634042546E1,5.442896747E1
2.644452154E1,5.493343735E1
2.655111267E1,5.385974477E1
2.665669204E1,5.437386427E1
2.675991346E1,5.467861302E1
2.686163417E1,5.629164855E1
2.696496996E1,5.456162514E1
2.707137458E1,5.414470153E1
2.717514329E1,5.494750749E1
2.727716633E1,5.502854775E1
2.737886992E1,5.413903829E1
2.748068096E1,5.524299990E1
2.758695225E1,5.452739421E1
2.769235025E1,5.353771288E1
2.779446721E1,5.373707061E1
2.789610154E1,5.345399465E1
2.799819542E1,5.786916257E1
2.810472133E1,5.366661335E1
2.820963121E1,5.507196556E1
2.831323183E1,5.420702808E1
2.841976475E1,5.454684987E1
2.852384571E1,5.482183910E1
2.862681146E1,5.426354713E1
2.872880758E1,5.370996008E1
2.883049367E1,5.384089940E1
2.893712083E1,5.381929203E1
2.904049463E1,5.374818717E1
2.914400000E1,5.281901133E1
2.924604771E1,5.423660909E1
2.934774658E1,5.419926572E1
2.945435675E1,5.430913784E1
2.955716792E1,5.259512208E1
2.966126354E1,5.375226899E1
2.976327463E1,5.305974335E1
2.986495233E1,5.516146518E1
2.997139725E1,5.407833896E1
3.007383962E1,5.454005464E1
3.017854967E1,5.305517087E1
3.028047392E1,5.399951995E1
3.038220867E1,5.487699761E1
3.048562083E1,5.483336009E1
3.059047017E1,5.336232565E1
3.069571446E1,5.315026663E1
3.079926425E1,5.465835801E1
3.090219004E1,5.481585274E1
3.100720733E1,5.563893748E1
3.111285096E1,5.219014663E1
3.121642675E1,5.369636988E1
3.132024946E1,5.463925570E1
3.142384671E1,5.293006592E1
3.153004042E1,5.358082570E1
3.163209704E1,5.370291432E1
3.173373700E1,5.503965907E1
3.184018712E1,5.659885615E1
3.194669267E1,5.282139763E1
3.204911883E1,5.332382176E1
3.215080450E1,5.287292938E1
3.225713429E1,5.492757100E1
3.236356383E1,5.327554528E1
3.246627550E1,5.362932969E1
3.256796971E1,5.361691591E1
3.267380896E1,5.588248938E1
3.278026800E1,5.466656071E1
3.288328200E1,5.439434383E1
3.298511175E1,5.447187038E1
3.309049250E1,5.358915420E1
3.319692654E1,5.510338019E1
3.329861354E1,5.519489931E1
3.340069842E1,5.468605367E1
3.350719771E1,5.549079028E1
3.361369333E1,5.603049951E1
3.371579058E1,5.362812934E1
3.381764529E1,5.473276832E1
3.391943687E1,5.362659407E1
