"Time (s)","Sound pressure level (dB)"
0.000000000E0,5.167238739E1
0.000000000E0,5.768407631E1
2.556000833E-1,5.533782150E1
3.594727500E-1,5.717276427E1
4.635655000E-1,5.917176595E1
5.701980417E-1,5.796608698E1
6.768050833E-1,5.912138721E1
7.830616666E-1,5.987621584E1
8.894572500E-1,5.853666355E1
9.939358333E-1,5.653556568E1
1.098855917E0,5.733632156E1
1.205519458E0,5.640375492E1
1.311055083E0,5.693939435E1
1.416430958E0,5.944514842E1
1.523113708E0,5.784409278E1
1.629410000E0,5.762818194E1
1.731666583E0,5.761620366E1
1.837420417E0,5.772942404E1
1.940792208E0,6.474849840E1
2.047158667E0,6.650721300E1
2.148934167E0,5.740799812E1
2.253449333E0,6.175702504E1
2.358311583E0,5.848972042E1
2.464451625E0,5.844199689E1
2.570707125E0,5.688889517E1
2.676324333E0,5.702594117E1
2.781531875E0,5.630561149E1
2.883295000E0,5.715007514E1
2.989894208E0,5.654604612E1
3.095538792E0,5.728348521E1
3.200433292E0,5.600575960E1
3.303527250E0,5.718140546E1
3.409983542E0,5.692141631E1
3.514032167E0,5.730526725E1
3.617692167E0,5.869112659E1
3.719557875E0,5.815283097E1
3.826230000E0,5.766511671E1
3.931277208E0,5.784012226E1
4.034928083E0,5.867573450E1
4.139743333E0,5.787047095E1
4.245438125E0,5.809595925E1
4.348554375E0,5.756213081E1
4.452202083E0,5.840541654E1
4.558347333E0,5.862419340E1
4.664790083E0,5.778287083E1
4.769307042E0,5.714735976E1
4.875854167E0,5.728801512E1
4.981476833E0,5.796372264E1
5.086399875E0,5.773843914E1
5.193107333E0,5.809509139E1
5.298126958E0,5.756624872E1
5.403610667E0,5.665993309E1
5.507401542E0,5.776362754E1
5.611692875E0,5.658328592E1
5.717062083E0,5.754114405E1
5.820705667E0,5.764754314E1
5.925103833E0,5.712540722E1
6.031308458E0,5.768672362E1
6.137846333E0,5.836625565E1
6.240039875E0,5.767848264E1
6.345904375E0,5.922919947E1
6.451426792E0,5.673837118E1
6.554965333E0,5.688845043E1
6.661429958E0,5.689304901E1
6.764757625E0,5.574061803E1
6.868654875E0,5.602856831E1
6.972140917E0,5.764987509E1
7.078765083E0,5.841597028E1
7.180541958E0,5.700754119E1
7.285940708E0,5.920975488E1
7.387859833E0,5.746460135E1
7.492328292E0,5.799399187E1
7.596834125E0,5.728283301E1
7.703061167E0,5.811579458E1
7.805100792E0,5.845807438E1
7.907532250E0,5.820313094E1
8.014000958E0,5.926859183E1
8.120223167E0,6.219903950E1
8.222386917E0,6.021672763E1
8.324065708E0,6.021761621E1
8.428138750E0,6.029873020E1
8.531612417E0,5.835257722E1
8.637619500E0,6.049863792E1
8.739654292E0,6.079272282E1
8.845105083E0,5.821187559E1
8.951689625E0,5.907932135E1
9.054875667E0,6.082627791E1
9.158568208E0,6.118593904E1
9.265385583E0,6.352883443E1
9.371830083E0,5.983097876E1
9.474054333E0,5.917660012E1
9.575768042E0,6.116221926E1
9.682323708E0,5.912125111E1
9.785481625E0,5.798165477E1
9.889333750E0,5.743065258E1
9.991399250E0,5.833337053E1
1.009314575E1,5.986442208E1
1.019787054E1,6.143350356E1
1.030340813E1,6.066450891E1
1.040674583E1,6.005849200E1
1.051128083E1,5.887606506E1
1.061691437E1,5.683241898E1
1.072343679E1,5.940245401E1
1.082585483E1,5.891919484E1
1.092768279E1,5.786582852E1
1.103418000E1,5.954027716E1
1.113812413E1,5.931363400E1
1.124121179E1,5.824506009E1
1.134324308E1,5.789878634E1
1.144504300E1,5.626011958E1
1.155061942E1,5.578469541E1
1.165709688E1,5.742164922E1
1.176049346E1,5.721387944E1
1.186403329E1,5.736109073E1
1.197055583E1,5.661158209E1
1.207566121E1,5.805462082E1
1.217770633E1,5.836031833E1
1.227949821E1,5.759529796E1
1.238595083E1,5.820748944E1
1.249096750E1,5.919132922E1
1.259307087E1,5.801356309E1
1.269506867E1,5.971929123E1
1.279689058E1,5.802183329E1
1.290341379E1,5.898323285E1
1.300869346E1,5.904339703E1
1.311043696E1,5.895808031E1
1.321687829E1,5.689834498E1
1.332340971E1,5.733525739E1
1.342754833E1,5.809289535E1
1.352945575E1,5.804080558E1
1.363097792E1,5.910535979E1
1.373193450E1,5.754991108E1
1.383855937E1,5.761201921E1
1.394464796E1,6.048513803E1
1.404671888E1,6.086650920E1
1.414849196E1,5.942427318E1
1.425506663E1,5.821552499E1
1.436159117E1,5.781159228E1
1.446397279E1,5.762211326E1
1.456957550E1,5.652667684E1
1.467201104E1,5.834726914E1
1.477852437E1,5.794407656E1
1.488306671E1,5.929272121E1
1.498763796E1,5.930189948E1
1.509413433E1,5.881564245E1
1.519639383E1,5.954168411E1
1.529839796E1,5.934693147E1
1.540008267E1,5.926040539E1
1.550496092E1,5.827531866E1
1.560997321E1,5.583062043E1
1.571364788E1,5.771768329E1
1.581692908E1,5.814950017E1
1.592338146E1,5.791209190E1
1.602782171E1,5.727727459E1
1.613083508E1,5.881656905E1
1.623294275E1,6.024463005E1
1.633462025E1,5.817437715E1
1.643659217E1,5.720176693E1
1.654072996E1,5.698759165E1
1.664716538E1,5.723432054E1
1.675175087E1,5.928549633E1
1.685819579E1,5.860145797E1
1.696470804E1,5.744994988E1
1.706744175E1,5.689374731E1
1.716924037E1,5.896744232E1
1.727380525E1,5.924360146E1
1.738033546E1,6.000699406E1
1.748275442E1,5.787516744E1
1.758481258E1,5.794860473E1
1.768653158E1,6.002644761E1
1.779305612E1,5.697147643E1
1.789957250E1,5.656132287E1
1.800205904E1,5.854828693E1
1.810374325E1,5.823403179E1
1.821024054E1,5.841184766E1
1.831674879E1,5.906888810E1
1.841913546E1,5.945167606E1
1.852090108E1,5.969772016E1
1.862726908E1,5.917626324E1
1.873329083E1,5.793497467E1
1.883648992E1,5.887820840E1
1.893819537E1,5.835716475E1
1.904467008E1,5.696760001E1
1.915120917E1,5.830044313E1
1.925378913E1,5.934534917E1
1.935539071E1,5.992748251E1
1.946029637E1,5.987374178E1
