"Time (s)","Sound pressure level (dB)"
0.000000000E0,5.507732770E1
0.000000000E0,5.763449431E1
2.926109583E-1,5.690265522E1
3.973861250E-1,5.885795205E1
5.033885834E-1,5.985549455E1
6.071151251E-1,5.797799537E1
7.105282500E-1,5.898169400E1
8.140110833E-1,6.357766196E1
9.198682084E-1,6.128439127E1
1.024348708E0,6.133182871E1
1.127758417E0,6.520758300E1
1.229953792E0,6.575287619E1
1.334989542E0,6.472617707E1
1.441200167E0,6.544981009E1
1.545012333E0,6.545482498E1
1.647931667E0,6.226648271E1
1.751811167E0,6.349014381E1
1.856818375E0,7.177320351E1
1.962032667E0,7.196204606E1
2.068698375E0,7.345527595E1
2.175203625E0,7.285822440E1
2.279078000E0,7.444227130E1
2.384309708E0,7.495731989E1
2.490773667E0,7.238989083E1
2.596015708E0,7.176844874E1
2.702651208E0,7.046207937E1
2.804366000E0,6.647581494E1
2.910480875E0,6.666571249E1
3.013007958E0,6.803517161E1
3.119537167E0,6.492698291E1
3.226044708E0,6.603585461E1
3.330026583E0,6.613319159E1
3.434756250E0,6.151435295E1
3.539831042E0,6.492227291E1
3.643575833E0,6.312506339E1
3.747206792E0,6.570003974E1
3.849035667E0,6.210838251E1
3.955603458E0,6.206810572E1
4.060524542E0,6.264961083E1
4.164216292E0,6.440323096E1
4.266089125E0,6.552046347E1
4.372589500E0,6.302822906E1
4.477687167E0,6.459156658E1
4.581280208E0,6.640171843E1
4.687902000E0,6.086419032E1
4.793073583E0,6.468672359E1
4.898310375E0,6.178487284E1
5.000486375E0,5.889460322E1
5.103701625E0,5.945976476E1
5.209836542E0,5.947071161E1
5.315420292E0,5.775146961E1
5.417849750E0,6.032320916E1
5.524372542E0,7.127731538E1
5.628927458E0,7.019603522E1
5.732526958E0,7.167095504E1
5.838982417E0,7.072997393E1
5.943100333E0,6.410287668E1
6.046025125E0,6.050042537E1
6.148083625E0,5.883105018E1
6.249764667E0,6.375047634E1
6.356297583E0,6.054635669E1
6.459763000E0,6.149816774E1
6.563231833E0,6.889634546E1
6.665188250E0,6.684613545E1
6.766768875E0,6.319381170E1
6.869203083E0,6.390000384E1
6.974873875E0,6.213932302E1
7.080418625E0,6.524061351E1
7.182427208E0,6.101615393E1
7.284193833E0,6.019657011E1
7.390862375E0,6.338968215E1
7.493115458E0,6.226038202E1
7.597717875E0,6.015326848E1
7.699623417E0,6.113472688E1
7.801398708E0,6.059069515E1
7.904604000E0,5.953664546E1
8.009752375E0,6.425055130E1
8.114952917E0,5.985800960E1
8.216952417E0,6.132729768E1
8.323662583E0,6.443405972E1
8.426455958E0,6.720518174E1
8.532811833E0,6.675904555E1
8.638075708E0,6.777057409E1
8.743057292E0,6.540401907E1
8.845806458E0,6.464293984E1
8.949129333E0,6.476523671E1
9.052718250E0,6.367599991E1
9.155844375E0,6.113610678E1
