"Time (s)","Sound pressure level (dB)"
0.000000000,55.000000000
0.105101654,54.308149267
0.210500573,53.215645638
0.314348294,54.259168600
0.417579911,53.491086370
0.522528796,56.582079660
0.627306307,54.355711265
0.731996540,53.035122738
0.835125774,51.739944677
0.938441626,53.601424645
1.042235487,52.327955282
1.146924863,54.997149712
1.253985746,53.778686646
1.356859238,55.393334278
1.459732448,58.224354938
1.563740163,55.791071160
1.668335337,50.671399177
1.771206289,53.308259827
1.876749279,54.940831243
1.978804926,54.877007671
2.082499237,54.934495403
2.186010057,56.787985998
2.290244547,53.573837366
2.393299527,54.070008432
2.497183990,57.262729543
2.600844334,55.518472688
2.705806951,55.217559592
2.809417960,54.985930295
2.914416220,56.630130534
3.019871541,53.531559640
3.122763458,53.487951857
3.224450987,55.406398976
3.327091481,57.235933835
3.429807483,54.604085591
3.535408226,55.456661249
3.640323477,55.002132850
3.744464772,55.691022825
3.849850216,57.811458974
3.952346861,54.402878580
4.057081503,53.348711349
4.161404140,53.551542532
4.265760534,50.903962243
4.368117931,49.782767945
4.471946774,51.435267923
4.577612113,53.774205164
4.682577093,54.501344712
4.785644090,53.984311416
4.890292229,54.423986900
4.993307622,55.446285102
5.095366242,55.944772861
5.197767286,53.375807982
5.302608892,51.625666705
5.406444515,54.266474156
5.511132154,51.885838991
5.613633556,54.493792910
5.718805535,55.715281741
5.821506112,54.378928109
5.925099399,54.776210216
6.028549953,55.890341793
6.132307807,55.008045556
6.235548107,53.782671149
6.338951272,55.273794573
6.444654003,56.071010064
6.548930573,57.351237902
6.653591615,54.855925351
6.758680198,55.424835777
6.862971816,55.246258242
6.964914725,56.662084772
7.069823990,55.564697803
7.174276606,53.727317639
7.277195501,54.705292398
7.380484581,52.191550401
7.485411949,51.698484688
7.589018740,52.672597690
7.692674978,55.357364491
7.795118099,52.989166880
7.899641478,53.011160090
8.004945202,53.085674184
8.109442442,50.713379670
8.214159949,52.921936463
8.317911636,52.762022252
8.421345409,53.132914579
8.526221707,54.114481894
8.629778774,52.508710874
8.734336704,51.557033333
8.840334255,54.959024325
8.942512417,54.866825535
9.044570439,56.559534737
9.148370294,58.163043675
9.249899091,57.513386164
9.353449281,55.056800809
9.457325079,57.875418329
9.562929273,56.390360455
9.666724296,54.968575735
9.772043351,55.593462701
9.874764277,56.733662343
9.980786632,56.903345370
10.083936515,55.580076960
10.188838389,56.792136806
10.293220590,54.966976557
10.398022760,55.599852502
10.504377656,54.992091692
10.608359667,53.557865947
10.712044504,55.190326517
10.813994233,55.882458498
10.919750231,54.742628168
11.023330289,53.964003840
11.126621383,54.559745566
11.228990264,56.264907533
11.331998591,58.013341740
11.435208469,56.165174328
11.539159782,56.801588120
11.641838239,57.783498398
11.746303400,55.099397964
11.850621491,54.977332704
11.955649992,52.774978515
12.059552186,53.511541229
12.161394154,55.192518381
12.265961855,55.661377091
12.371343175,56.870445586
12.474440763,56.357094335
12.578778463,54.125061766
12.682891397,54.442871003
12.787923105,56.993397234
12.891465336,54.412845631
12.993971168,58.086562283
13.099866013,56.847411976
13.203058127,56.030562531
13.306318326,54.293866280
13.411326805,56.901315930
13.514650828,51.341951366
13.619983361,53.588565035
13.723164663,56.476106808
13.827970234,56.183011359
13.931145881,56.219066051
14.034569319,58.919703260
14.138211982,55.528881071
14.243762715,56.659221935
14.347221149,54.775205542
14.451255582,54.922292399
14.555390761,57.003328028
14.658817026,55.139449587
14.764705036,55.722301396
14.869591399,53.850339748
14.975531172,54.168446481
15.079888196,55.445535479
15.183068121,56.134570023
15.287559049,55.225622761
15.392143783,54.938754456
15.496260154,55.340139201
15.599632449,54.752679468
15.704538639,53.910214366
15.805894513,57.761304448
15.909039543,57.146897290
16.013855055,54.998401342
16.116125209,59.933688916
16.219724472,59.314390589
16.322503491,57.047683654
16.426431429,56.670103717
16.531840572,55.502897968
16.635902841,57.372642031
16.738736340,58.554957931
16.843242164,54.687653345
16.947710998,53.116781524
17.051977329,54.070055504
17.155818496,53.071378642
17.260046258,53.610791423
17.362440983,54.063910687
17.467818577,56.563808972
17.571893744,58.266189253
17.674461137,58.645887432
17.780335764,55.767182382
17.884743373,55.153573301
17.990962326,54.238828341
18.093699019,54.851509439
18.198031611,55.200267469
18.303816818,54.898440161
18.406874501,56.310603756
18.509604395,56.348767073
18.615052130,54.817045298
18.719567867,55.909140918
18.824200283,55.860099593
18.927665824,56.097376800
19.031404994,56.635981962
19.134976814,55.725955077
19.239522997,56.969168246
19.343827410,55.442519757
19.447866750,59.094503434
19.551832265,59.212863938
19.656877466,59.410815862
19.761743328,56.499309835
19.865636240,56.537985160
19.967354263,54.498310292
20.069227917,53.482289465
20.173886740,55.142524171
20.277518718,57.726720266
20.383471913,57.407913951
20.487867274,57.592215048
20.590059452,55.348090165
20.691808768,51.882895526
20.795318876,56.111708778
20.900330202,53.705499460
21.004852056,53.151884180
21.109273162,53.822595230
21.214855478,51.185981521
21.318671048,50.100057879
21.422025003,52.001247554
21.526289194,51.464745645
21.630073609,52.345173910
21.735187022,54.492454187
21.839903024,54.835897016
21.944918736,54.778065857
22.050130613,55.383985550
22.155593005,52.416853490
22.259062308,52.651720443
22.362712986,56.931445116
22.467623014,57.965658581
22.572696021,56.411684836
22.677490003,53.231189211
22.780764569,53.248032409
22.884677502,54.620511916
22.988987172,53.120106596
23.092719514,56.483633202
23.198401806,54.455554158
23.303282264,54.060257440
23.407275691,54.124606130
23.510464732,55.079049468
23.612486187,54.666574824
23.716087150,58.943496293
23.819767170,54.962394744
23.923406186,55.891989818
24.025960284,56.335956179
24.127599558,53.628611313
24.231239952,53.327500843
24.336825591,52.248395043
24.438594761,51.516665906
24.542814416,52.905701657
24.648827637,55.603966644
24.751473510,54.044489715
24.855616882,54.957584314
24.958573389,54.432609767
25.062992975,52.002070832
25.163716190,52.288593228
25.269192647,52.903031941
25.373958680,57.180063248
25.477571047,56.456656842
25.581482627,55.318308105
25.685149420,55.752650595
25.790201631,56.925670727
25.894698950,56.142631461
25.999023613,56.532626070
26.100808884,51.897528110
26.205205345,51.567985546
26.308705237,53.814056674
26.412056271,57.488534515
26.518287545,60.971620255
26.621687721,62.062790167
26.726674538,61.441778001
26.830590582,61.131678590
26.934599516,60.032536124
27.037272918,60.733304988
27.140971724,59.710249632
27.244375330,56.943647298
27.349348821,58.861266622
27.452605479,57.983262297
27.557601110,59.465860268
27.661899608,58.576931356
27.764154149,57.610582385
27.866270916,56.703630774
27.970447149,54.150575206
28.074277753,56.124353890
28.178048375,59.642645522
28.281941269,57.538806641
28.385178384,57.373029978
28.490814761,56.437239253
28.596028021,54.390822106
28.699796567,53.187432016
28.804034975,55.509229468
28.907779673,56.697539338
29.010503596,55.190763432
29.115378439,56.654651440
29.220035472,55.300129281
29.323739351,54.193136237
29.426285464,53.655336765
29.527069984,56.340197858
29.629356974,56.693049277
29.733448178,55.323812394
29.837293720,56.896238128
29.941199199,57.300469572
30.046517302,55.884552403
30.150767300,52.614516091
30.255033846,51.813307369
30.358378260,51.405228739
30.460428162,53.196961276
30.564446009,54.106648434
30.670513439,55.476390307
30.774729459,53.879208276
30.876983540,53.123657349
